38.7686348,21.9067955,24.35856056,2.750328064,86.25337982,55.64905548,85.20910645,9.219772339,0
40.27366257,21.54891968,24.79855156,2.80194211,92.5660553,55.89968491,86.96460724,9.83355999,0
38.65742111,21.79382706,24.29946709,2.750037909,86.04138184,55.46044159,84.98766327,9.232095718,0
41.01132965,21.77357292,25.22106743,2.809216022,94.40287781,56.28214645,88.59307861,10.38179588,0
39.15215302,22.01636124,24.58949089,2.765326023,87.12232971,56.01461792,85.99452972,9.733340263,0
40.26036835,21.51843452,24.79033661,2.78512001,92.5837326,55.7053299,87.0163269,9.947108269,0
38.41838455,21.68449211,24.13260269,2.76996994,85.3452301,55.12028122,84.31022644,9.518692017,0
39.98305511,21.34410858,24.62042427,2.779737949,91.78701019,55.26630402,86.45404053,10.08796597,0
38.46550751,21.83758163,24.16257858,2.778732061,85.39624786,55.35250092,84.33426666,9.59134388,0
39.99075317,21.31303406,24.62071228,2.784692049,91.80687714,55.21718597,86.36824036,10.15342426,0
38.90867233,21.96313286,24.44509315,2.750586033,86.6292572,55.80417633,85.50611877,9.735786438,0
40.69495773,21.70357132,25.03826332,2.804414034,93.58572388,56.13725281,87.76706696,10.30510998,0
39.20581818,22.05334091,24.60913277,2.770508051,87.19602203,56.06092834,85.95146942,10.40445995,0
40.68488312,21.74600601,25.03460312,2.809370041,93.47130585,56.1520195,87.6229248,10.24951363,0
38.28038788,21.67869377,24.04280472,2.740262032,84.92673492,54.8177948,83.91591644,9.694432259,0
40.01945496,21.3555851,24.65300179,2.776884079,91.9618988,55.31333542,86.54386139,10.28338814,0
38.20362091,21.66804886,23.9912281,2.729173899,84.70453644,54.71043396,83.73884583,9.719544411,0
40.06716919,21.39317894,24.67852974,2.7952981,92.04807281,55.42372894,86.56348419,10.22320843,0
38.45766068,21.81588936,24.15731239,2.769609928,85.46949768,55.28914642,84.361763,9.692305565,0
40.77509689,21.72805977,25.06358337,2.794935942,93.53450012,55.99347687,87.68551636,10.23459625,0
42.61224747,23.85783386,26.70253372,2.82120204,93.78154755,60.29925156,89.46547699,8.364751816,1
42.08566284,22.31802177,25.76833725,2.772367954,96.04872894,57.22569656,87.91384125,8.80191803,1
43.47927856,24.40258217,27.22239876,2.831017971,95.59087372,61.43801498,90.31268311,8.625226021,1
44.06398773,23.38244247,26.94184685,2.832982063,100.5365295,59.56661987,91.05464935,9.264849663,1
43.13357925,24.20147705,27.06303596,2.807842016,95.1210022,61.10403824,90.18476868,8.568386078,1
44.64036179,23.50340843,27.24690819,2.827169895,101.7075958,59.66497421,91.67874146,9.619345665,1
42.88719559,24.02652931,26.88331795,2.806498051,94.37562561,60.52545547,89.56192017,8.542378426,1
42.97406769,22.78056717,26.34576225,2.800168037,98.31093597,58.39196014,89.51641083,9.178152084,1
44.85774231,25.02399063,28.02222061,2.813875914,98.0783844,62.54914856,91.76091766,9.402259827,1
43.72096252,23.17808342,26.73650742,2.800921917,99.67694092,58.88823318,90.35236359,9.137678146,1
42.22589111,23.69534683,26.47364235,2.772213936,92.98045349,59.73264313,88.44960022,8.552639961,1
42.06170273,22.33587646,25.79025459,2.759249926,96.20702362,57.15163422,87.88433075,8.935084343,1
42.09598923,23.54082108,26.4036808,2.793462038,92.74305725,59.49404144,88.22648621,8.433422089,1
44.97787857,23.57900238,27.41740608,2.831602097,102.3644028,59.72286987,91.65850067,10.3042078,1
44.88802719,24.89717484,28.08029366,2.813044071,98.29006958,62.65019608,91.43651581,10.05922985,1
42.5931778,22.6023941,26.07143784,2.771646023,97.17818451,57.65909576,88.42108917,9.049515724,1
44.1937027,24.74123955,27.65142632,2.829397917,97.04039764,62.28932953,90.94879913,8.851508141,1
42.42084122,22.49380112,25.95049858,2.752059937,96.70622253,57.22383499,87.97314453,8.936136246,1
44.47523499,24.90011597,27.8257618,2.808845997,97.56365967,62.4981842,91.27706909,8.978599548,1
43.05786133,22.76722336,26.3600235,2.787312031,98.24382782,58.11634827,89.0920105,9.091571808,1
40.84597778,23.01391792,25.65032768,2.788053989,91.01609802,58.50854111,88.75662994,8.862257957,2
38.43407059,20.73815346,23.70096207,2.734643936,88.1047821,53.50794601,83.32410431,9.258653641,2
40.23672104,22.7211132,25.30278206,2.769433975,89.64889526,57.64107132,87.48382568,8.736776352,2
38.96653748,20.77135849,24.01785469,2.731853962,89.54669189,53.38400269,84.6858902,9.373780251,2
40.06055832,22.58849525,25.16942978,2.771608114,89.06645966,57.32217789,87.04888916,8.696957588,2
38.66836929,20.82174683,23.81722641,2.753456116,88.50081635,53.77774811,83.60289764,9.270730019,2
41.04493713,22.92686844,25.78060722,2.771303892,91.51154327,58.3021698,89.12097168,8.8367939,2
38.79645538,20.88147163,23.89630127,2.749932051,88.96287537,53.7454834,84.13273621,9.297561646,2
40.42553711,22.75956535,25.40312386,2.779577971,90.05729675,57.77265549,87.83894348,8.754546165,2
38.39526749,20.69386292,23.65106201,2.710151911,87.82403564,53.31430435,83.06445312,9.183810234,2
41.48330688,23.17497253,26.06369591,2.786953926,92.60597229,58.61885071,90.05654144,9.004234314,2
38.79470444,20.83542252,23.91469383,2.750021935,88.89977264,53.80894852,84.07609558,9.334941864,2
40.98393631,22.98457909,25.72601128,2.780764103,91.27263641,58.25191879,88.89219666,8.793904305,2
